created_at	favourite_count	hashtags	location	mined_at	name	retweet_count	screen_name	source_device	status_count	text	tweet_id
2019-11-01 21:02:51.000000	0	[]		2019-11-04 15:57:53.258703	Tom Cayler	2	tacayler	Twitter Web App	9421	RT @BunchesOfBees: I can’t wait for Airbnb’s IPO to go full WeWork next year https://t.co/4k3Gg4Nhi7	1190373662085521408
2019-11-01 20:57:32.000000	0	[{'text': 'WSJWhatsNow', 'indices': [9, 21]}]		2019-11-04 15:57:53.258704	Dot	24	DorothyPerkins_	Twitter for iPhone	2314	RT @WSJ: #WSJWhatsNow: The shock of WeWork’s failed IPO is teaching investors a lesson about value https://t.co/ehgYgP74D2 https://t.co/uTi…	1190372321682493440
2019-11-01 20:12:34.000000	0	[]		2019-11-04 15:57:53.258705	(((TheFaust)))	0	FaustMN	TweetDeck	76717	Looks like @Airbnb may have some @WeWork-sized issues to address before its IPO! https://t.co/9UA7OR7QIa	1190361005110550529
2019-11-01 19:52:28.000000	9	[]		2019-11-04 15:57:53.258706	Not Really William Kennedy But He's The Best	0	Ironweed1999	Twitter Web App	1808	@vancouverhibs @BBCSportScot With WeWork in the bin, Wall Street awaits an IPO from WeArraPeeple.	1190355946624696320
2019-11-01 19:46:58.000000	0	[]		2019-11-04 15:57:53.258707	Nick	2	nickryg	Twitter for Android	915	RT @EpsilonTheory: Fresh from the Narrative Machine ... if you feel like WeWork’s IPO failure and some execution successes at Apple and Mic…	1190354562869321729
2019-11-01 19:07:34.000000	1	[{'text': 'tech', 'indices': [21, 26]}, {'text': 'IPO', 'indices': [27, 31]}, {'text': 'cloud', 'indices': [55, 61]}]		2019-11-04 15:57:53.258709	Battery Ventures	0	BatteryVentures	HubSpot	4668	Bummed out about the #tech #IPO market? Look up to the #cloud, advise @BatteryVentures' @Dthakker02 and @DmanPhil--… https://t.co/kQ76XozqCE	1190344650609057792
2019-11-01 18:55:52.000000	0	[{'text': 'IPO', 'indices': [51, 55]}, {'text': 'Cloud', 'indices': [67, 73]}, {'text': 'SaaS', 'indices': [78, 83]}]		2019-11-04 15:57:53.258710	Ash V.	0	Ash__V	Twitter Web App	3898	After the WeWork debacle, the stocks of most newly #IPO enterprise #Cloud and #SaaS companies have taken a hit, eve… https://t.co/8oOij9TBTn	1190341705075003392
2019-11-01 18:48:02.000000	0	[{'text': 'Juul', 'indices': [71, 76]}, {'text': 'IPO', 'indices': [82, 86]}]		2019-11-04 15:57:53.258711	Penny Stocks with MOMO	1	PennyStocksMomo	dlvr.it	827481	RT @IPOtweet: Zombiecorns! Juul, WeWork, and others stumble onward $WE #Juul $IPO #IPO https://t.co/TUd2lMGXJV	1190339732875567105
2019-11-01 18:13:56.000000	1	[{'text': 'Juul', 'indices': [57, 62]}, {'text': 'IPO', 'indices': [68, 72]}]		2019-11-04 15:57:53.258712	Renaissance Capital	1	IPOtweet	Zapier.com	13363	Zombiecorns! Juul, WeWork, and others stumble onward $WE #Juul $IPO #IPO https://t.co/TUd2lMGXJV	1190331152898371585
2019-11-01 17:46:42.000000	0	[]		2019-11-04 15:57:53.258713	shrynne	2	shrynne	Twitter for iPhone	48847	RT @EpicureanDeal: “We will be using it to pitch against them, but the truth is that JPMorgan and Goldman Sachs had no chance with We,” say…	1190324299632119808
2019-11-01 17:03:57.000000	0	[{'text': 'WeWork', 'indices': [52, 59]}]		2019-11-04 15:57:53.258714	Maldives times	0	mvtnews	Maldives Times	15572	(Adam Neumann was on a surf trip in the Maldives as #WeWork prepared to IPO) has been published on Maldives Times -… https://t.co/uoWM1Q4JH9	1190313540038647808
2019-11-01 16:35:52.000000	0	[{'text': 'IPO', 'indices': [45, 49]}, {'text': 'investmentbanks', 'indices': [107, 123]}]		2019-11-04 15:57:53.258715	Jamie Lee	2	JamieLeeBT	Twitter for Android	9719	RT @euromoney: The failure of the We Company #IPO and the poor performance of @Uber and @Lyft suggest that #investmentbanks have lost their…	1190306472271339520
2019-11-01 16:35:43.000000	0	[]		2019-11-04 15:57:53.258716	"Tim ""Beg Data"" Walters"	0	tim_walters	Twitter Web App	8794	As planned, the @wework IPO is cancelled, Adam Neumann gets out of his dehumanizing job AND gets $1.7 billion, and… https://t.co/iXu4JeA2LS	1190306433205723138
2019-11-01 16:32:21.000000	0	[]		2019-11-04 15:57:53.258717	Midwest Prole	2	MidwestProle	Twitter for iPhone	11814	RT @EpsilonTheory: Fresh from the Narrative Machine ... if you feel like WeWork’s IPO failure and some execution successes at Apple and Mic…	1190305586942038016
2019-11-01 16:32:02.000000	15	[]		2019-11-04 15:57:53.258718	Ben Hunt	2	EpsilonTheory	Twitter Web Client	10787	Fresh from the Narrative Machine ... if you feel like WeWork’s IPO failure and some execution successes at Apple an… https://t.co/jGVziST255	1190305507967291392
2019-11-01 16:13:10.000000	0	[]		2019-11-04 15:57:53.691656	Excequiel Matamala	2	EMatamala1	Twitter Web App	287	RT @binarybits: This is the WeWork bull (sort of) case I've been waiting for. https://t.co/gNoGU0ByC0	1190300758928965633
2019-11-01 15:53:28.000000	0	[{'text': 'TheScalaReport', 'indices': [29, 44]}]		2019-11-04 15:57:53.691661	Dirk Huelsermann	2	dhuelsermann	Twitter for iPhone	18864	"RT @batchelorshow: tomorrow

#TheScalaReport:  WeWork catastrophe threatens bulge-bracket banks, the IPO market, hedge funds, Silicon Valle…"	1190295801647501312
2019-11-01 15:46:42.000000	0	[]		2019-11-04 15:57:53.691688	wegopro	5	wegopro	Twitter for Android	7232	RT @WeOwnMarket: Are IPO failures down to over-inflated paper valuations? This interesting @euromoney article on 'fake wealth' echoes the i…	1190294099297021952
2019-11-01 15:42:00.000000	0	[{'text': 'tech', 'indices': [4, 9]}, {'text': 'banker', 'indices': [10, 17]}, {'text': 'WeWork', 'indices': [52, 59]}, {'text': 'IPO', 'indices': [69, 73]}]		2019-11-04 15:57:53.691690	Greg McVey ⚡️	0	mcvey_greg	Buffer	13395	Top #tech #banker Noah Wintroub is at the center of #WeWork's failed #IPO. We talked to insiders to learn more abou… https://t.co/c5sxxXQ75A	1190292917287567360
2019-11-01 15:19:43.000000	0	[{'text': 'IPO', 'indices': [45, 49]}, {'text': 'investmentbanks', 'indices': [107, 123]}]		2019-11-04 15:57:53.691691	Chris Wright	2	CWrightmedia	Twitter Web App	1518	RT @euromoney: The failure of the We Company #IPO and the poor performance of @Uber and @Lyft suggest that #investmentbanks have lost their…	1190287309767241728
2019-11-01 15:16:12.000000	0	[]		2019-11-04 15:57:53.691692	Sascha Ragtschaa	5	Ragtschaa	Twitter for Android	608	RT @WeOwnMarket: Are IPO failures down to over-inflated paper valuations? This interesting @euromoney article on 'fake wealth' echoes the i…	1190286422885961728
2019-11-01 15:12:40.000000	0	[]		2019-11-04 15:57:53.691694	Rémi Desgrange	4	DesgrangeRemi	Twitter for iPhone	2234	RT @Jerome_UZ: Great summary of what @Airbnb has become: a site riddled with scammers. Their customers are on both sides, and they never si…	1190285532502380545
2019-11-01 14:58:00.000000	0	[]		2019-11-04 15:57:53.691695	eFinancialCareers US	2	eFC_USA	TweetDeck	17355	RT @EpicureanDeal: “We will be using it to pitch against them, but the truth is that JPMorgan and Goldman Sachs had no chance with We,” say…	1190281844492787712
2019-11-01 14:56:32.000000	0	[]		2019-11-04 15:57:53.691697	Portland oGoing	0	PortlandoGoing	dlvr.it	30736	What's going on? A new world for unicorns: What the WeWork flop means for Seattle’s top startups and IPO prospects… https://t.co/rrMS7DRDaz	1190281476215959552
2019-11-01 14:41:33.000000	6	[]		2019-11-04 15:57:53.691698	TED	2	EpicureanDeal	Twitter for iPhone	91759	“We will be using it to pitch against them, but the truth is that JPMorgan and Goldman Sachs had no chance with We,… https://t.co/CE17M4qcTG	1190277704605675520
2019-11-01 14:29:50.000000	0	[{'text': 'TheScalaReport', 'indices': [29, 44]}]		2019-11-04 15:57:53.691699	STRATACACHE	2	STRATACACHE	Twitter Web App	3029	"RT @batchelorshow: tomorrow

#TheScalaReport:  WeWork catastrophe threatens bulge-bracket banks, the IPO market, hedge funds, Silicon Valle…"	1190274753459826688
2019-11-01 14:24:24.000000	0	[]		2019-11-04 15:57:53.691700	Tony Airplane	0	TonyAirplane	Twitter Web App	2922	@JohnK21665580 @WeWork The No-Go-IPO	1190273385676394496
2019-11-01 14:23:22.000000	0	[{'text': 'IPO', 'indices': [30, 34]}, {'text': 'investmentbanks', 'indices': [92, 108]}]		2019-11-04 15:57:53.691702	euromoney.com	2	euromoney	Twitter Web Client	41058	The failure of the We Company #IPO and the poor performance of @Uber and @Lyft suggest that #investmentbanks have l… https://t.co/1NnF2OtPFZ	1190273127122710528
2019-11-01 13:49:20.000000	0	[]		2019-11-04 15:57:53.691703	George Irvine	5	geogmi	Twitter Web App	29838	"RT @DisruptorsBNN: .@bruce_croxon on WeWork's IPO plan: Public markets are getting tired of companies ""burning oodles of cash"" with no sign…"	1190264562215460864
2019-11-01 13:46:19.000000	0	[{'text': 'entrepreneur', 'indices': [70, 83]}]		2019-11-04 15:57:53.691704	A.I. era Global Business Consulting	0	GFACCORD	Commun.it Intelligence	73929	3 lessons about tech startup unit economics from WeWork’s IPO fallout #entrepreneur https://t.co/LjTD12UiBr | Read… https://t.co/lvkd4ovN49	1190263803042320384
2019-11-01 13:45:53.000000	0	[]		2019-11-04 15:57:53.691706	Baezuko 🍓	0	Criiislex	Twitter for iPhone	19307	I hope airbnb gets put out of business. Their IPO should fail as much as WeWork’s shit did	1190263693172449280
2019-11-01 13:16:24.000000	0	[{'text': 'discrimination', 'indices': [88, 103]}, {'text': 'employmentlaw', 'indices': [104, 118]}, {'text': 'IPO', 'indices': [119, 123]}, {'text': 'gendergap', 'indices': [124, 134]}]		2019-11-04 15:57:53.691707	Douglas Wigdor - Wigdor Law	2	WigdorLaw	Twitter Web App	1860	"RT @eelarson: At WeWork, Maternity Leave Mocked as ‘Vacation,’ Aide Claims - Bloomberg

#discrimination #employmentlaw #IPO #gendergap  htt…"	1190256276825088000
2019-11-01 13:12:06.000000	0	[{'text': 'discrimination', 'indices': [88, 103]}, {'text': 'employmentlaw', 'indices': [104, 118]}, {'text': 'IPO', 'indices': [119, 123]}, {'text': 'gendergap', 'indices': [124, 134]}]		2019-11-04 15:57:53.691708	Nicholas Hurley	2	nickhurley79	Twitter for iPhone	9215	"RT @eelarson: At WeWork, Maternity Leave Mocked as ‘Vacation,’ Aide Claims - Bloomberg

#discrimination #employmentlaw #IPO #gendergap  htt…"	1190255190789775360
2019-11-01 13:00:13.000000	0	[{'text': 'IPO', 'indices': [15, 19]}]		2019-11-04 15:57:53.691709	Todd Fromer	0	ToddFromer	Sprout Social	74	After a failed #IPO and plummeting stocks, WeWork avoids bankruptcy as SoftBank strikes a $9.5 billion bailout and… https://t.co/5sBMCnSgWi	1190252204013301761
2019-11-01 12:46:55.000000	0	[]		2019-11-04 15:57:53.691710	Queen Bee	2	BarbarellaBee	Twitter Web App	8221	RT @Chalcidza: The coworking company WeWork’s newly unveiled public filings raise a question: What does it even mean to be a tech company t…	1190248855390085127
2019-11-01 12:31:14.000000	0	[]		2019-11-04 15:57:53.691712	The Crypto Zap	5	TheCryptoZap	Twitter for iPhone	14523	RT @WeOwnMarket: Are IPO failures down to over-inflated paper valuations? This interesting @euromoney article on 'fake wealth' echoes the i…	1190244909464182786
2019-11-01 12:30:23.000000	1	[{'text': 'WeWork', 'indices': [40, 47]}, {'text': 'IPO', 'indices': [95, 99]}, {'text': 'Funding', 'indices': [100, 108]}]		2019-11-04 15:57:53.691713	Marco Essomba	0	marcoessomba	Buffer	28202	"Ex-unicorn stocks are tanking in a post-#WeWork world 

@PitchBook  

https://t.co/ohkXOK1XaO

#IPO #Funding… https://t.co/27ixLoY5RL"	1190244695550631937
2019-11-01 11:56:57.000000	1	[{'text': 'discrimination', 'indices': [74, 89]}, {'text': 'employmentlaw', 'indices': [90, 104]}, {'text': 'IPO', 'indices': [105, 109]}]		2019-11-04 15:57:53.691714	Erik Larson	2	eelarson	Twitter for iPhone	12621	"At WeWork, Maternity Leave Mocked as ‘Vacation,’ Aide Claims - Bloomberg

#discrimination #employmentlaw #IPO… https://t.co/9kIXFKweGn"	1190236279654567937
2019-11-01 11:36:30.000000	0	[]		2019-11-04 15:57:53.691715	AIDI	5	AIDIndia3	Twitter Web Client	21836	"RT @EllieAsksWhy: What disruptive sharing economy company, soon to IPO with $47 bil ""valuation"" has biz model of long-term RE liabilities r…"	1190231136284205056
2019-11-01 11:20:17.000000	0	[]		2019-11-04 15:57:53.691716	Trevor Miller	0	trevmiller	AdvisorStream v2	991	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/7Rsos4VFGY	1190227053825662976
2019-11-01 11:11:38.000000	0	[]		2019-11-04 15:57:53.691718	Techmeme Chatter	4	TechmemeChatter	Techmeme Editors	76728	RT @Jerome_UZ: Great summary of what @Airbnb has become: a site riddled with scammers. Their customers are on both sides, and they never si…	1190224874721202178
2019-11-01 11:08:33.000000	0	[]		2019-11-04 15:57:53.691719	Loizos Heracleous	1	Strategizing	Twitter for iPhone	1391	RT @helenavieira1: The powerful forces reshaping America’s capital markets. WeWork’s abandoned IPO reflects the fall in new listings and th…	1190224099353747457
2019-11-01 10:53:15.000000	0	[]		2019-11-04 15:57:53.691720	Sentti	5	Sentti_official	Twitter Web App	6934	RT @WeOwnMarket: Are IPO failures down to over-inflated paper valuations? This interesting @euromoney article on 'fake wealth' echoes the i…	1190220250601738240
2019-11-01 10:36:04.000000	0	[]		2019-11-04 15:57:53.691721	Ray Reijnders	5	ThaCommunityGuy	Twitter for Android	424	RT @WeOwnMarket: Are IPO failures down to over-inflated paper valuations? This interesting @euromoney article on 'fake wealth' echoes the i…	1190215926177775622
2019-11-01 10:35:05.000000	19	[]		2019-11-04 15:57:53.691723	WeOwn	5	WeOwnMarket	Hootsuite Inc.	1609	Are IPO failures down to over-inflated paper valuations? This interesting @euromoney article on 'fake wealth' echoe… https://t.co/p2ZyS57Nrv	1190215679422672896
2019-11-01 10:18:49.000000	1	[]		2019-11-04 15:57:53.691724	Eric Elliott	0	EricEElliott	Twitter for iPhone	1944	@Hipster_Trader But then dump in a monster bag of candy to show the right IPO investment saves the day (or set the… https://t.co/XNQS9LoCxl	1190211586339885056
2019-11-01 10:14:47.000000	0	[{'text': 'financialtimes', 'indices': [28, 43]}]		2019-11-04 15:57:53.691725	andrewissott	1	andrewissott	Twitter Web App	1752	RT @WeinbrennJonny: Today’s #financialtimes highlighting shrinking US IPO activity (almost halved over last two decades) whilst x5 increase…	1190210569497907201
2019-11-01 09:04:47.000000	0	[{'text': 'coreinsights', 'indices': [118, 131]}]		2019-11-04 15:57:53.691726	Andrew Bayne	1	ego_sum_bayne	Twitter for iPhone	1922	RT @WarwickBSchool: Professor John Colley investigates the fallout from the latest IPO saga 👉 https://t.co/ocliq8YSUz #coreinsights #strate…	1190192951932133377
2019-11-01 09:00:05.000000	1	[]		2019-11-04 15:57:53.691728	Helena Vieira	1	helenavieira1	Buffer	6518	The powerful forces reshaping America’s capital markets. WeWork’s abandoned IPO reflects the fall in new listings a… https://t.co/P8XHOhPluA	1190191772678414342
2019-11-01 08:22:21.000000	1	[]		2019-11-04 15:57:53.691729	Steven Renwick 🧬	0	Major_Grooves	Twitter Web App	15984	"@DrTLane I imagine it's ""revenue at all costs"" given they plan an IPO next year. I wonder if this will turn into a… https://t.co/7Y6DZYbcdF"	1190182275289354240
2019-11-01 07:40:53.000000	1	[{'text': 'financialtimes', 'indices': [8, 23]}]		2019-11-04 15:57:53.691731	Jonny Weinbrenn	1	WeinbrennJonny	LinkedIn	107	Today’s #financialtimes highlighting shrinking US IPO activity (almost halved over last two decades) whilst x5 incr… https://t.co/LbztBSpQdZ	1190171840817385472
2019-11-01 07:22:44.000000	0	[]		2019-11-04 15:57:53.691732	Philippe J. Bourcier	4	irukanji_invest	Twitter Web App	3582	RT @Jerome_UZ: Great summary of what @Airbnb has become: a site riddled with scammers. Their customers are on both sides, and they never si…	1190167273903984640
2019-11-01 07:10:01.000000	1	[{'text': 'coreinsights', 'indices': [98, 111]}]		2019-11-04 15:57:53.691733	WBS	1	WarwickBSchool	Sprout Social	16264	Professor John Colley investigates the fallout from the latest IPO saga 👉 https://t.co/ocliq8YSUz #coreinsights… https://t.co/9aUzrXkkYE	1190164070860808192
2019-11-01 06:45:09.000000	16	[]	Place(_api=<tweepy.api.API object at 0x7fb15b5f7cf8>, id='5a110d312052166f', url='https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', place_type='city', name='San Francisco', full_name='San Francisco, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fb15b5f7cf8>, type='Polygon', coordinates=[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]), attributes={})	2019-11-04 15:57:53.691734	Jerome Fleury	4	Jerome_UZ	Twitter for iPhone	2171	Great summary of what @Airbnb has become: a site riddled with scammers. Their customers are on both sides, and they… https://t.co/Rr122XIZnB	1190157815056232448
2019-11-01 05:30:13.000000	0	[{'text': 'IPOs', 'indices': [50, 55]}, {'text': 'tech', 'indices': [59, 64]}, {'text': 'unicorns', 'indices': [65, 74]}]		2019-11-04 15:57:53.691736	Xische & Co.	0	Xische	Buffer	8078	The road to IPO: We’ve been closely following the #IPOs of #tech #unicorns from @Slack to @Uber but few have been a… https://t.co/jgYx78AFmD	1190138954248572928
2019-11-01 05:08:02.000000	0	[]		2019-11-04 15:57:53.691737	Chandu Nair	0	chandunair	Twitter for Android	15517	"SoftBank wires $1.5 billion to WeWork before cash runs out
WeWork’s need for funds was much more dire than initiall… https://t.co/4doyrfnrja"	1190133375203328001
2019-11-01 05:01:22.000000	0	[]		2019-11-04 15:57:53.691738	Duck Butler 🦆	3	duck_butler	Twitter Web App	9292	"RT @LilMoonLambo: adam neumann: *withdraws ipo, sells company*

wework employees:

https://t.co/Agdp07McPn"	1190131695535607808
2019-11-01 04:40:24.000000	0	[]		2019-11-04 15:57:53.691739	Jill Scott-Heron	6	the_oddglass	Twitter for iPhone	7734	RT @ggreeneva: I don't understand how WeWork isn't just a straight-up, publicly traded Ponzi scheme. https://t.co/9Zf7LGLZGE	1190126418824454144
2019-11-01 04:33:11.000000	1	[]		2019-11-04 15:57:53.691741	fG!	0	osxreverser	Twitter for iPad	67172	"Good read, pre ipo bust

https://t.co/gMZMlktosp"	1190124601608744960
2019-11-01 04:26:41.000000	3	[{'text': 'TheScalaReport', 'indices': [10, 25]}]		2019-11-04 15:57:53.691742	John Batchelor	2	batchelorshow	TweetDeck	99518	"tomorrow

#TheScalaReport:  WeWork catastrophe threatens bulge-bracket banks, the IPO market, hedge funds, Silicon… https://t.co/ImwNPpB0zk"	1190122967457521664
2019-11-01 04:22:42.000000	0	[]		2019-11-04 15:57:53.691744	RUSMAN	0	QOMPUTER	iOS	1277	How WeWork spiraled from a $47 billion valuation to talk of bankruptcy in just 6 weeks, Business Insider - https://t.co/E8cnLNZySk	1190121965903736833
2019-11-01 04:18:15.000000	0	[]		2019-11-04 15:57:53.691745	RUSMAN	0	QOMPUTER	iOS	1277	WeWork IPO fiasco marks top for unprofitable unicorns: Morgan Stanley - Business Insider https://t.co/ZZ0Ijulubq	1190120846649700352
2019-11-01 02:37:14.000000	1	[]		2019-11-04 15:57:53.691746	Andrew Bellware	0	abellware	TweetDeck	26271	WeWork's Rebekah Neumann insisted their S1 IPO papers be printed on recycled paper and then rejected the first prin… https://t.co/dZasPdjZnP	1190095423781900288
2019-11-01 00:47:41.000000	1	[]		2019-11-04 15:57:53.691747	JohnB	0	JohnK21665580	Mobile Web (M2)	4772	@WeWork I think it was that IPO that keeps him up.	1190067855808716800
2019-10-31 23:28:12.000000	0	[]		2019-11-04 15:57:53.691749	Red Becker, PhD #Nuclear	4	familydisaster	Twitter for Android	114895	"RT @newsography1: Today in Asia: Oct 26

🇮🇳Indian Army launches attacks on terror camps in Pakistan

🇨🇳China's WeWork equivalent Ucommune f…"	1190047852577402880
2019-10-31 23:00:08.000000	1	[]		2019-11-04 15:57:53.691750	💵Ivory Financial LLC Stagflation	0	Ivoryfinancial	Twitter for Android	2817	Lol all of this stuff was ok and none of the employees cared when they thought they were going to get rich on the w… https://t.co/J6uRhO85bH	1190040786919919616
2019-10-31 22:37:31.000000	0	[]		2019-11-04 15:57:53.691751	Coins Rule Everything Around Me	33	h34d5up	Twitter for Android	2345	RT @litcapital: WeWork’s valuation and IPO ambitions falling apart like https://t.co/Ih2QzEAELH	1190035098030223368
2019-10-31 22:19:00.000000	0	[]		2019-11-04 15:57:53.691753	Henry Blodget	3	hblodget	Twitter for iPhone	69767	RT @dakincampbell: Top tech banker Noah Wintroub is at the center of WeWork’s failed IPO. We talked to insiders to learn more about his met…	1190030436082290688
2019-10-31 22:15:21.000000	0	[]		2019-11-04 15:57:53.691754	Meghan Morris	3	MeghanEMorris	Twitter for iPhone	17871	RT @dakincampbell: Top tech banker Noah Wintroub is at the center of WeWork’s failed IPO. We talked to insiders to learn more about his met…	1190029518385418244
2019-10-31 22:14:31.000000	0	[]		2019-11-04 15:57:53.691755	Fishy Catfish	3	CatfishFishy	Twitter for Android	3336	"RT @LilMoonLambo: adam neumann: *withdraws ipo, sells company*

wework employees:

https://t.co/Agdp07McPn"	1190029309458702336
2019-10-31 22:12:59.000000	0	[]		2019-11-04 15:57:53.691756	Hyped Up Crypto	3	HypedUpCrypto	Twitter Web App	372	"RT @LilMoonLambo: adam neumann: *withdraws ipo, sells company*

wework employees:

https://t.co/Agdp07McPn"	1190028920764194821
2019-10-31 22:12:48.000000	13	[]		2019-11-04 15:57:53.691758	LilMoonLambo	3	LilMoonLambo	Twitter Web App	25049	"adam neumann: *withdraws ipo, sells company*

wework employees:

https://t.co/Agdp07McPn"	1190028878250749954
2019-10-31 22:04:21.000000	0	[]		2019-11-04 15:57:53.691759	Marc Perrier IG Wealth Management	0	MarcPerrierIG	Hootsuite Inc.	863	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/vmV2inz4X7	1190026750291566594
2019-10-31 21:26:18.000000	0	[]		2019-11-04 15:57:53.691760	Kerry	1	GreyscaleG	Twitter Web App	24805	RT @spxindex: The powerful forces reshaping America’s capital markets: WeWork’s abandoned IPO reflects the fall in new listings and the gro…	1190017175702126598
2019-10-31 21:22:09.000000	1	[]		2019-11-04 15:57:53.691761	spxindex​.​com	1	spxindex	TweetDeck	12104	The powerful forces reshaping America’s capital markets: WeWork’s abandoned IPO reflects the fall in new listings a… https://t.co/OgCMEBirsw	1190016128220827648
2019-10-31 21:14:08.000000	0	[]		2019-11-04 15:57:53.691762	Joseph	0	JoePWilliams31	Twitter Web App	7231	WeWork looks like its back to having an all-male board of directors. Former Uber exec Frances Frei, who was poised… https://t.co/cGVUoWfoMP	1190014113210097664
2019-10-31 20:46:58.000000	1	[{'text': 'WeWork', 'indices': [70, 77]}]		2019-11-04 15:57:53.691763	Heather Hughson	0	HNHughson	Twitter Web App	12363	@eliotwb @profgalloway You say there was a toxic corporate culture at #WeWork? The company that nearly got away wit… https://t.co/UaQ06SH9aS	1190007275882201117
2019-10-31 20:36:26.000000	0	[]		2019-11-04 15:57:53.691764	Finance Insider	1	clusterstock	TweetDeck	190666	RT @_bmturner_: Top tech banker Noah Wintroub is at the center of WeWork’s failed IPO. We talked to insiders to learn more about his meteor…	1190004624364900352
2019-10-31 20:22:08.000000	0	[]		2019-11-04 15:57:53.691766	Steven Herod	8	sherod	Twitter for iPhone	18858	"RT @joshbloch: If you're in need of a dose of schadenfreude, read this article:
https://t.co/OxNMQL2FsG"	1190001025052110848
2019-10-31 20:01:49.000000	4	[]		2019-11-04 15:57:53.691767	Katie McInnis	0	katielmcinnis	Twitter Web App	12462	"@oliviasolon WeWork 

1. its already in disguise as a tech company
2. it keeps trying to rise from the grave/keeps reaching for that IPO"	1189995913852465153
2019-10-31 19:54:52.000000	0	[{'text': 'AngelInvestor', 'indices': [94, 108]}]		2019-11-04 15:57:53.691768	Angel Investor News	0	entrahouse	Twitter for Android	952	3 lessons about tech startup unit economics from WeWork’s IPO fallout https://t.co/X0Ze9vNaae #AngelInvestor… https://t.co/3Lf8SZO00j	1189994165444268032
2019-10-31 19:50:17.000000	0	[]		2019-11-04 15:57:53.691769	Berg Moe	0	berg_moe	Twitter for Android	3549	Here are some of the news articles and tweets I have been reading this week - I hope you find some relevant stories… https://t.co/m6kUb9uHY6	1189993011163385858
2019-10-31 19:47:00.000000	0	[]		2019-11-04 15:57:53.691770	Berg Moe	0	berg_moe	Revue	3549	🔥 Hot off the press: “Angel Investor - Issue #31 - 3 lessons from WeWork’s IPO fallout” https://t.co/vmQNqol5NL (via @revue)	1189992184487043073
2019-10-31 19:45:09.000000	1	[]		2019-11-04 15:57:53.691771	S&P Global Market Intelligence	1	SPGMarketIntel	Hootsuite Inc.	13551	WeWork, SoftBank-backed flops cast doubt over CloudMinds US IPO https://t.co/pr1p3w2I2J https://t.co/wMnHRl8a8z	1189991719007408134
2019-10-31 18:46:06.000000	0	[]		2019-11-04 15:57:53.691772	Casey Sullivan	3	caseyreports	Twitter Web App	342	RT @dakincampbell: Top tech banker Noah Wintroub is at the center of WeWork’s failed IPO. We talked to insiders to learn more about his met…	1189976860513439745
2019-10-31 18:19:15.000000	0	[]		2019-11-04 15:57:53.691774	Icepack	2	Icepack_co	Twitter for iPhone	720	RT @Chalcidza: The coworking company WeWork’s newly unveiled public filings raise a question: What does it even mean to be a tech company t…	1189970101400932352
2019-10-31 18:18:26.000000	0	[]		2019-11-04 15:57:53.691775	Investment Strategies Team	0	Investment_S	AdvisorStream v2	84	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/F1Kccorw8q	1189969895771066368
2019-10-31 18:11:11.000000	0	[]		2019-11-04 15:57:53.691776	Taylor Soper	0	Taylor_Soper	TweetDeck	36663	For this month's analysis of our GeekWire 200 rankings, @jamescthorne analyzed what the WeWork flop means for Seatt… https://t.co/AnmJMwd6Uj	1189968071189884928
2019-10-31 18:07:14.000000	0	[]		2019-11-04 15:57:53.691777	Kim L Nugent, CFP(R), AIF(R)	0	wealthmanagr	AdvisorStream v2	689	The shock of WeWork's failed IPO has helped awaken investors from the dream that easy finance will last forever.… https://t.co/K6whKidJyb	1189967079237201921
2019-10-31 17:26:52.000000	0	[{'text': 'IPOs', 'indices': [63, 68]}, {'text': 'wework', 'indices': [134, 141]}]		2019-11-04 15:57:53.691778	STO Holdings	1	STO_Holdings	STO Holdings	5022	"RT @Sentieo: Free on-demand: ""Lessons Learned from this Year's #IPOs"" &gt; our webinar with @Jannarone from @IPOEdge. We go over:
$WE #wework…"	1189956920582516737
2019-10-31 17:26:16.000000	0	[]		2019-11-04 15:57:53.691780	Shaf	0	ShafiqueGajdhar	Twitter Web App	4383	"Grubhub stock nosedived more than 40% on Tuesday. 
Slack is trading at 60% discount of its IPO price.
WeWork got ~7… https://t.co/qvwuIcanrr"	1189956769713287173
2019-10-31 17:21:44.000000	0	[]		2019-11-04 15:57:53.691781	Márcio M. Silva	0	marciojmsilva	dlvr.it	950407	Top tech banker Noah Wintroub is at the center of WeWork’s failed IPO. We talked to insiders to learn more about hi… https://t.co/7ZNp7xFhZX	1189955628711600128
2019-10-31 16:49:23.000000	0	[]		2019-11-04 15:57:53.691782	Jazz Drummer	0	jazzdrummer420	IFTTT	174223	Top tech banker Noah Wintroub is at the center of WeWork’s failed IPO. We talked to insiders to learn more about hi… https://t.co/RefeNq1XuL	1189947485151793154
