index,text
301,"['curse', 'twitter', 'api', 'limit']"
302,"['now', 'i', 'see', 'dave', 'winter', 'scream', 'lack', 'twitter', 'api', 'limitation', 'access', 'throttle']"
303,"['test', 'twitter', 'api']"
304,"['arg', 'twitter', 'api', 'make', 'crazy']"
305,"['testing', 'twitter', 'api', 'remote', 'update']"
306,"['ibm', 'really', 'love', 'new', 'search', 'site', 'wolfram', 'alpha', 'makes', 'goole', 'seem', 'quaint']"
307,"['alpha', 'sucks', 'even', 'researcher', 'information', 'provide', 'less', 'get', 'totally', 'useless']"
308,"['off', 'nike', 'factory']"
309,"['new', 'nike', 'muppet', 'commercial', 'pretty', 'cute', 'why', 'live', 'together']"
310,"['new', 'blow', 'post', 'nike', 'zoom', 'hebron', 'soldier', '3', 'iii', 'white', 'black', 'teal']"
311,"['new', 'blow', 'post', 'nike', 'trainer', '1']"
312,"['oh', 'awesome', 'wish', 'own', 'nike']"
313,"['awesome', 'seeing', 'show', 'friday', 'shoreline', 'amphitheatre', 'never', 'see', 'nin', ""can't"", 'wait']"
314,"['arch', 'weka', 'bug', 'i', 'spent', 'almost', 'two', 'hour', 'find', 'crappy']"
315,"['hey', 'bud', 'np', 'i', 'love', '50', 'although', ""i'd"", 'love', 'mkii']"
316,"['get', 'u', '50', 'office', 'd']"
317,"['just', 'picked', 'new', 'canon', '50', 'beautiful', 'prepare', 'seriously', 'awesome', 'photography']"
318,"['just', 'get', 'new', 'toy', 'canon', '50', 'love', 'love', 'love']"
319,"['learning', 'lambda', 'calculus']"
320,"['help', 'take', 'care', 'sick', 'child', 'east', 'palo', 'alto', 'ca']"
321,"['ibm', 'move', 'east', 'palo', 'alto']"
322,"['debit', 'i', 'finish', 'watch', 'stanford', 'phone', 'class', 'session', 'i', 'really', 'appreciate', 'you', 'rock']"
323,"['hi', 'just', 'saw', 'stanford', 'talk', 'really', 'like', 'advice', 'just', 'say', 'hi', 'singapore', 'yes', 'video', 'get', 'around']"
324,"['admissions', 'tips', 'stanford', 'sb', 'deadlines', 'essay', 'topics', '20092010']"
325,"['ethics', 'nonprofit']"
326,"['maker', 'tonight', ""let's"", 'go']"
327,"['will', 'maker', 'kick', 'nuggets', 'as', 'tonight']"
328,"['oooooooh', 'north', 'korea', 'troubleeeee']"
329,"['wat', 'heck', 'north', 'korea', 'they', 'conduct', 'powerful', 'nuclear', 'test', 'follow', 'link']"
330,"['listening', 'ibama', 'frigging', 'north', 'korea']"
331,"['i', 'realize', 'three', 'monkey', 'white', 'ibama', 'biden', 'pylorus', 'sarah', 'palin', '2012']"
332,"['pylorus', 'stay', 'china', 'never', 'come', 'back']"
333,"['nancy', 'pylorus', 'give', 'bad', 'commencement', 'speech', 'ive', 'ever', 'heard', 'yes', 'ibm', 'still', 'bitter']"
334,"['ugh', 'amount', 'time', 'stupid', 'insect', 'bitten', 'gdr']"
335,"['prettiest', 'insect', 'ever', 'pink', 'katydids']"
336,"['just', 'get', 'barrage', 'horde', 'insect', 'hungry', 'kitchen', 'light', 'so', 'scary']"
337,"['just', 'mcdonalds', 'dinner', 'd', 'it', 'goodwood', 'big', 'mac', 'meal']"
338,"['ahh', 'yes', 'lol', 'tell', 'my', 'hubby', 'to', 'go', 'get', 'me', 'sum', 'mcdonalds']"
339,"['stopped', 'lunch', 'mcdonalds', 'chicken', 'nuggetssss', 'yummmmmy']"
340,"['could', 'go', 'lot', 'mcdonalds', 'mean', 'a', 'lot']"
341,"['exam', 'go', 'good', 'prayer', 'work']"
342,"['only', 'one', 'exam', 'left', 'happy', 'd']"
343,"['math', 'review', 'im', 'go', 'fail', 'exam']"
344,"['colin', 'powell', 'rock', 'yesterday', 'cbs', 'cheney', 'need', 'shut', 'hell', 'go', 'home', 'powell', 'man', 'honor', 'serve', 'country', 'proudly']"
345,"['obviously', 'side', 'cheney']"
346,"['absolutely', 'hilarious']"
347,"['i', 'never', 'thank', 'include', 'top', '100', 'twitter', 'authors', 'you', 'rock', 'amp', 'i', 'new', 'wave', 'd']"
348,"['learning', 'query', '1', '3', 'book', 'review']"
349,"['awesome', 'query', 'reference', 'book', 'coda']"
350,"['ive', 'send', 'email', 'like', 'crazy', 'today', 'contact', 'anyone', 'contact', 'goodbye', 'silverstein', ""i'd"", 'love', 'speak']"
351,"['adobe', 'c', 'commercial', 'goodbye', 'silverstein']"
352,"['goodbye', 'silverstein', 'new', 'site', 'i', 'enjoy']"
353,"['wow', 'everyone', 'goole', 'i', 'o', 'conference', 'get', 'free', ""g's"", 'month', 'unlimited', 'service']"
354,"['good', 'i', 'get', 'free', 'goole', 'android', 'phone', 'i', 'o', 'conference', 'the', 'g2']"
355,"['g2', 'amaze', 'btw', 'huge', 'improvement', 'g1']"
356,"['tml', '5', 'demos', 'lots', 'great', 'stuff', 'come', 'yes', 'ibm', 'excite']"
357,"['yay', 'happy', 'place', 'place', 'place', 'i', 'love', 'goole']"
358,"['old', 'bringing', 'graphic', 'browser', 'very', 'nice', 'th', 'fungus']"
359,"['awesome', 'viral', 'marketing', 'funny', 'people']"
360,"['watching', 'programme', 'life', 'hitler', 'enhance', 'meekness', 'history']"
361,"['saw', 'night', 'museum', 'sheer', 'desperation', 'funding', 'movie']"
362,"['night', 'at', 'the', 'museum', '2', 'pretty', 'durkin', 'good']"
363,"['watching', 'night', 'museum', 'giggle']"
364,"['jenna', 'i', 'go', 'see', 'night', 'at', 'the', 'museum', '2', 'today', 'i', 'surprised', 'see', 'three', 'cast', 'member', 'the', 'office']"
365,"['about', 'watch', 'night', 'museum', 'ryan', 'stacy']"
366,"['getting', 'ready', 'go', 'watch', 'night', 'museum', '2', 'dum', 'dum', 'give', 'gum', 'gum']"
367,"['back', 'see', 'star', 'trek', 'night', 'museum', ""'"", 'star', 'trek', 'amaze', 'night', 'museum', 'eh']"
368,"['watch', 'night', 'museum', '2', 'stink', 'cute']"
369,"['so', 'night', 'museum', '2', 'awesome', 'much', 'well', 'part', '1', 'next', 'weekend', 'well', 'see', 'up']"
370,"['i', 'think', 'i', 'may', 'new', 'favorite', 'restaurant', 'on', 'way', 'see', 'night', 'museum', '2']"
371,"['up', 'sell', 'ibm', 'see', 'night', 'at', 'the', 'museum', '2', 'ibm', 'year', 'old']"
372,"['saw', 'new', 'night', 'museum', 'love', 'next', 'go', 'see', 'up']"
373,"['it', 'shame', 'gm', 'what', 'force', 'make', 'car', 'white', 'house', 'thinks', 'sell', 'what', 'think']"
374,"['as', 'u', 'may', 'notice', 'happy', 'gm', 'situation', 'aig', 'lehman', 'et', 'al']"
375,"['ibama', 'nationalization', 'gm', 'short-term', 'ap']"
376,"['gm', 'good', 'riddance', 'sad', 'though']"
377,"['i', 'will', 'never', 'buy', 'government', 'motors', 'vehicle', 'until', 'recently', 'i', 'drove', 'gm', 'car', 'since', '1988', 'i', 'bought']"
378,"['having', 'old', 'coca-cola', 'guy', 'gm', 'board', 'stupid', 'heck']"
379,"['the', 'bad', 'thing', 'gm', 'concord', 'pleasant', 'hill', 'martinez', 'fuck', 'law']"
380,"['give', 'man', 'fish', 'u', 'feed', 'day', 'teach', 'fish', 'u', 'feed', 'life', 'buy', 'gm', 'u', 'fk', 'good']"
381,"['the', 'i', 'hear', 'gm', 'thing', 'angry', 'i', 'get', 'billions', 'waste', 'bullshit', 'all', 'something', 'like', '40', 'employee']"
382,"['gm', 'car', 'junk', 'far', 'quality', 'compare', 'honda']"
383,"['sad', 'day', 'bankrupt', 'gm']"
384,"['upset', 'whole', 'gm', 'thing', 'life', 'know', 'screw']"
385,"['whoever', 'run', 'time', 'warner', 'need', 'repeatedly', 'rap', 'rhino', 'understand', 'consequence', 'put', 'shitty', 'cable', 'svqs']"
386,"['time', 'warner', 'ceo', 'hint', 'online', 'fee', 'magazine', 'ap', 'read', 'mountain', 'view', 'united', 'states', 'views', '16209']"
387,"['joining', 'bit', 'late', 'my', 'connection', 'boo', 'time', 'warner']"
388,"['cox', 'time', 'warner', 'cox', 'cheaper', 'get', 'b', 'dslreports', 'tw', 'expensive', 'get', 'c']"
389,"['furious', 'time', 'warner', 'phone', 'promotion']"
390,"['just', 'get', 'home', 'chickfila', 'boy', 'damn', 'internet', 'stupid', 'time', 'warner']"
391,"['could', 'time-warner', 'cable', 'suck', 'no']"
392,"['pissed', 'time', 'warner', 'cause', 'slow', 'internet', 'problem']"
393,"['mmm', 'time', 'warner', 'problem']"
394,"['you', 'guy', 'see', 'why', 'time', 'warner', 'suck', 'much', 'as', 'really', 'wish', 'i', 'could', 'get', 'verse', 'apartment']"
395,"['the', 'upside', 'time', 'warner', 'unhelpful', 'phone', 'operator', 'superstor', 'onsite', 'service', 'crap', 'thats', 'upside']"
396,"['new', 'time', 'warner', 'slogan', 'time', 'warner', 'make', 'long', 'day', 'cable']"
397,"['confirm', 'time', 'warner', 'fault', ""facebook's"", 'fb', 'take', '3', 'minute', 'load', 'tempt', 'switch', 'version']"
398,"['time', 'warner', 'epic', 'fail']"
399,"['lawson', 'head', 'needle', 'hong', 'kong']"
400,"['weird', 'piano', 'guitar', 'house', 'china']"
401,"['send', 'u', 'gm', 'chevy', 'photo']"
402,"['i', 'know', 'how', 'sad', 'st', 'day', 'hurricane', 'season', 'thats', 'less', 'scar', 'govt', 'take', 'gm']"
403,"['gm', 'file', 'bankruptcy', 'good', 'sign']"
404,"['yankee', 'mets', 'lose', 'good', 'day']"
405,"['my', 'dentist', 'apt', 'today', 'actually', 'quite', 'enjoyable']"
406,"['i', 'hate', 'eff', 'dentist']"
407,"['dentist', 'apt', 'morning', 'conversation']"
408,"['i', 'hate', 'go', 'dentist']"
409,"['hate', 'dentist', 'invent', 'anyways']"
410,"['dentist', 'office', 'cold']"
411,"['check', 'video', 'david', 'after', 'dentist']"
412,"['first', 'dentist', 'appointment', 'year', 'wednesday', 'possibly']"
413,"['tom', 'shanahan', 'late', 'column', 'sd', 'cnaa', 'baseball', 'regional', 'appearance']"
414,"['blow', 'baseball', 'america', 'prospects', 'blow', 'blow']"
415,"['portland', 'city', 'politics', 'may', 'undo', 'baseball', 'park']"
416,"['ca', 'mercedes', 'water', 'bottle', 'safeway', 'resold', 'profit', 'wells', 'dry', 'across', 'county']"
417,"['drop', 'broccoli', 'walk', 'home', 'safeway', 'depressed']"
418,['safeway']
419,"['just', 'apply', 'safeway', 'eee-eee']"
420,"['safeway', 'place', 'nightmare', 'right', 'bumming']"
421,"['safeway', 'dad']"
422,"['hate', 'safeway', 'select', 'green', 'tea', 'icecream', 'bought', 'two', 'carton', 'waste', 'money', 'gt', 'lt']"
423,"['safeway', 'marvin', 'panel', 'auntie', 'lou']"
424,"['safeway', 'offering', 'mobile', 'coupon']"
425,"['phillips', 'driving', 'cadillac', 'top', 'down', 'cali', 'win', '53']"
426,"['saved', 'money', 'opt', 'grocery', 'store', 'trip', 'stock', 'food', 'hotel', 'room', 'fridge', 'v', 'eat', 'every', 'night', 'town']"
427,"['lounging', 'around', 'eat', 'taco', 'bell', 'watch', 'ci', 'work', 'tonight', 'need', 'help', 'stay', 'awake']"
428,"['eat', 'breakfast', 'school']"
429,"['still', 'hungry', 'eat']"
430,"['10', 'tip', 'healthy', 'eat', 'result', 'fitness', 'blow', 'fitness']"
431,"['boyfriend', 'eat', 'quesadilla']"
432,"['eating', 'dinner', 'meat', 'chip', 'risotto']"
433,"['get', 'new', 'pair', 'nike', 'shoe', 'pic', 'later']"
434,"['nike', 'sb', 'blazer', 'high', 'act', 'custom', 'brad', 'douglas']"
435,"['nike', 'rock', 'ibm', 'super', 'grateful', 'ive', 'do', 'amp', 'european', 'division', 'nike', 'beyond']"
436,"['nike', 'air', 'needy', 'khaki', 'pink', 'colourway', 'release']"
437,"['try', 'nike', 'v', 'addictive']"
438,"['that', 'look', 'awful', 'lot', 'like', 'one', 'like', 'private', 'jet', 'ibm', 'say']"
439,"['the', 'nike', 'training', 'club', 'beta', 'phone', 'app', 'look', 'interest']"
440,"['argghhhh', 'wont', 'query', 'appear', 'safari', 'bad', 'safari']"
441,"['devsnippets', 'query', 'tools', 'javascript', 'ui', 'components', 'web']"
442,"['ajax', 'query', 'co', 'javascript', 'many', 'example']"
443,"['ibm', 'ready', 'drop', 'pretence', 'i', 'forever', 'love', 'query', 'i', 'want', 'marry', 'sorry', 'lady', 'nerd', 'query', 'spokenfor', 'j']"
444,"['this', 'cold', 'i', 'look', 'goggles', 'chart', 'visualization', 'api', 'found', 'query', 'wrapper', 'api']"
445,"['i', 'spent', 'day', 'reading', 'query', 'book', 'now', 'start', 'drinking', 'delirium', 'tree']"
446,"['query', 'selectors']"
447,"['how', 'implement', 'news', 'ticker', 'query', 'ten', 'line', 'code']"
448,"['whats', 'buffet', 'doing', 'warren', 'buffett', 'kicks', 'butt', 'in', 'battle', 'boots', 'posted', 'alex', 'cripps']"
449,"['super', 'investors', 'a', 'great', 'weekend', 'read', 'warren', 'buffet', 'oldie', 'goodie']"
450,"['ibm', 'truly', 'brain-dead', 'i', 'come', 'warren', 'buffet', 'name', 'save', 'soul']"
451,"['reading', 'michael', 'palin', 'book', 'the', 'python', 'years', 'great', 'book', 'i', 'also', 'recommend', 'warren', 'buffet', 'amp', 'nelson', 'mandela', 'bio']"
452,"['i', 'mean', 'ibm', 'notre', 'dame', 'i', 'good', 'school', ""i'd"", 'closer', 'dan', ""i'd"", 'enjoy']"
453,"['i', ""can't"", 'watch', 'tv', 'without', 'tito', 'and', 'year', 'time', 'warner', 'dvr', 'still', 'suck']"
454,"[""i'd"", 'say', 'sport', 'writer', 'idiot', 'say', 'roger', 'lederer', 'one', 'best', 'ever', 'tennis', 'roger', 'lederer', 'the', 'best', 'ever', 'tennis']"
455,"['i', 'still', 'love', 'kindle', 'reading', 'the', 'new', 'york', 'times', 'feel', 'natural', 'i', 'miss', 'bloomingdale', 'ad']"
456,"['i', 'love', 'kindle', 'no', 'stack', 'book', 'trip', 'way', 'loo']"
457,"['although', 'today', 'keynote', 'rock', 'every', 'great', 'announcement', 'at', 'amp', 'shit', 'u', 'little', 'bit']"
458,"['much', 'obsession', 'cell', 'phone', 'phone', 'ibm', 'slave', 'amp', 'forever']"
459,"['oh', 'i', 'see', 'i', 'thought', 'at', 'amp', '900mhz', 'cdna']"
460,"['where', 'read', 'tether', 'support', 'phil', 'just', 'at', 'amp', 'o2', 'join']"
461,"['fuzzball', 'fun', 'at', 'amp', 'p']"
462,"['today', 'good', 'day', 'dislike', 'at', 'amp', 'vote', 'office', 'indeed']"
463,"['got', 'my', 'wave', 'sandor', 'invite', 'extra', 'excite', 'too', 'bad', 'i', 'class', 'ill', 'play', 'soon', 'enough']"
464,"['look', 'like', 'summit', 'go', 'many', 'sweet', 'wwc', 'perhaps']"
465,"['i', 'hope', 'girl', 'work', 'buy', 'kindle']"
466,"['missed', 'insightfilled', 'may', 'column', 'one', 'smart', 'guy', 'look', 'closely', 'impressed', 'kindle']"
467,"['thanks', 'much', 'one', 'happy', 'kindle', 'winner', 'i', 'surprised', 'fabulous', 'thank', 'best', 'kathleen']"
468,"['man', 'i', 'kinda', 'dislike', 'apple', 'right', 'case', 'point', 'phone', 'bgs', 'wish', 'video', 'recorder', 'app', 'please']"
469,"['i', 'kindle', 'amp', 'sony', 'prs500', 'like', 'physical', 'device', 'feel', 'good', 'font', 'nice', 'pg', 'turn', 'snappy', 'enuff', 'ui', 'little', 'clunky']"
470,"['the', 'seem', 'best', 'reader', 'work', 'uk', 'i', 'get', 'one']"
471,"['i', 'goole', 'addiction', 'thank', 'point', 'sahara']"
472,"['my', 'primary', 'debit', 'card', 'visa', 'electron']"
473,"['off', 'bank', 'get', 'new', 'visa', 'platinum', 'card']"
474,"['dearest', 'rich', 'bastard', 'visa', 'card', 'sent', 'work', 'screw', 'little', 'guy', 'like']"
475,"['date', 'bobby', 'flay', 'gut', 'fiery', 'food', 'network']"
476,"['excited', 'see', 'bobby', 'flay', 'guy', 'fiery', 'tomorrow', 'great', 'american', 'food', 'amp', 'music', 'fest']"
477,"['gonna', 'go', 'see', 'bobby', 'flay', 'moro', 'shoreline', 'eat', 'drink', 'gonna', 'good']"
478,"[""can't"", 'wait', 'great', 'american', 'food', 'music', 'festival', 'shoreline', 'tomorrow', 'mmm', 'katz', 'pastrami', 'bobby', 'flay', 'yes', 'please']"
479,"['my', 'dad', 'ny', 'day', 'ate', 'mesa', 'grill', 'last', 'night', 'met', 'bobby', 'flay', 'so', 'much', 'fun', 'except', 'i', 'completely', 'lose', 'voice', 'today']"
480,"['fighting', 'latex', 'again']"
481,"['love', 'want', 'die', 'latex', 'devil']"
482,"['7', 'hour', '7', 'hour', 'inchcape', 'crash', 'normally', 'solid', 'rock', '7', 'hour', 'latex', 'complain', 'slightest', 'thing', 'i', ""can't"", 'take']"
483,"['how', 'track', 'iran', 'social', 'media']"
484,"['shit', 'hit', 'fan', 'iran', 'craziness', 'indeed']"
485,"['monday', 'already', 'iran', 'may', 'implode', 'kitchen', 'disaster', 'seem', 'happy', 'nice', 'weekend', 'great', 'whoop']"
486,"['twitter', 'stock', 'buzz', 'apl', 'esf', 'spy', 'six', 'palm', 'update', '1200', 'pm']"
487,"['get', 'ready', 'test', 'burger', 'receives', 'weekend', 'bobby', 'flay', 'great', 'receives', 'try', 'thanks', 'bobby']"
488,"['bobby', 'flay', 'join']"
489,"['lam', 'love', 'bobby', 'flay', 'favorite', 'need', 'place', 'phoenix', 'we', 'great', 'pepper']"
490,"['i', 'create', 'first', 'latex', 'file', 'scratch', 'that', 'work', 'well', 'see', 'great', 'time', 'waster']"
491,"['use', 'linx', 'love', 'much', 'nicer', 'window', 'looking', 'forward', 'use', 'wysiwyg', 'latex', 'editor']"
492,"['after', 'use', 'latex', 'lot', 'typeset', 'mathematics', 'look', 'hideous']"
493,"['ask', 'programming', 'latex', 'design', 'submit', 'calcium', 'link', '1', 'comment']"
494,"['on', 'note', 'i', 'hate', 'word', 'i', 'hate', 'pages', 'i', 'hate', 'latex', 'there', 'i', 'say', 'i', 'hate', 'latex', 'all', 'texn3rds', 'come', 'kill']"
495,"['ahhh', 'back', 'real', 'text', 'edit', 'environment', 'i', 'ltd', 'latex']"
496,"['trouble', 'iran', 'i', 'see', 'hmm', 'iran', 'iran', 'far', 'away']"
497,"['reading', 'sweet', 'come', 'iran', 'the', 'whole', 'thing', 'terrify', 'incredibly', 'sad']"
