,vector,sentiment
406,"[-0.11822471980537687, 0.09848296216556005, 0.6094572533454213, 0.11620830451803547, -0.0002460788018205611, -0.03062467779298978, -0.015374852660378175, 0.05978029567216124, 0.056601638440042734, -0.09386060001062495, 0.053384446538984776, 0.1094296822058303, -0.019071801748525883, 0.017534204051896398, 0.10277162957936525, -0.22174481621810369, -0.1892717962286302, -0.10105034376361541, 0.085859915108553, -0.03914260458467262, -0.36275975512606756, 0.007637653034180403, -0.08049013106418508, -0.14315808870430505, -0.11516896688512393, 0.13359802908131055, -0.09675685023622853, -0.1688392643949815, 0.2325176793549742, -0.04003077133425644, -0.1993158616657768, -0.20610680910093443, -0.01226919372233429, -0.01765160365279631, 0.12805981894156762, 0.035375007561274936, 0.00047102233812828284, -0.13560427645487444, 0.05583720434723156, 0.16375645037208283, 0.0811894689021366, -0.09640677153531994, 0.15738832923982823, 0.17842984731708253, -0.3708998571549143, -0.06933320253821355, -0.1613924197320427, 0.0691529701330832, 0.16792005540004798, 0.13348475298179047, -0.043349152929814797, -0.2701181269117764, 0.033282720882977755, -0.029584776610136032, 0.04021737997287086, 0.14511100681764738, 0.08487302889781338, 0.21897099566246783, 0.21051528304815292, -0.07611088900427733, -0.08900841591613633, -0.22812821503196443, 0.09607110904263598, 0.0879951896412032, 0.2350852002522775, -0.15490271603422506, 0.15164442067699774, 0.0970912432031972, 0.23029718388404166, 0.10363169692988906, 0.025011270473312055, -0.24479641765356064, -0.018361470129873072, 0.09227591859442848, -0.2900471173759018, 0.1646548839552062, 0.23774113772170885, 0.019412726629525423, 0.02445288983705853, -0.12154915024127279, 0.3140726105443069, 0.04954349548955049, 0.02146246999369136, 0.032263107996966155, -0.006559682868620647, 0.13154816893594606, 0.14990010245570115, 0.14601077990872519, -0.13955619638519629, -0.04558910256517785, -0.31400137501103537, -0.14452766494027205, -0.0775237570383719, -0.048420405347964594, -0.3368346872074263, 0.1448042741311448, 0.27749849909118246, -0.17006792899753367, 0.2758380440729005, 0.2651220607970442]",0
407,"[-0.149520599283278, 0.12403287040069699, 0.7661299966275692, 0.14667518436908722, 0.0007189646785263903, -0.04004643810912967, -0.019531276426278055, 0.0757759204134345, 0.07139116758480668, -0.11739384662359953, 0.06669680774211884, 0.13696898333728313, -0.024164501461200416, 0.022025837562978268, 0.1288926019333303, -0.279031652957201, -0.23727445304393768, -0.12724681477993727, 0.10838317964226007, -0.04765804298222065, -0.4557908922433853, 0.009869745204923674, -0.09948602272197604, -0.18133418913930655, -0.14610165171325207, 0.16672791354358196, -0.12208852078765631, -0.21088358759880066, 0.2926934026181698, -0.05057921912521124, -0.2500458238646388, -0.2570261871442199, -0.01535316527588293, -0.022293232730589807, 0.16128476336598396, 0.044865080155432224, 0.0004894450112260529, -0.17008420638740063, 0.06885484466329217, 0.20510783791542053, 0.10389703884720802, -0.12293360428884625, 0.19752583652734756, 0.224036680534482, -0.4657035656273365, -0.08774346066638827, -0.20264739450067282, 0.08610862400382757, 0.21090917102992535, 0.16722643747925758, -0.055351908784359694, -0.33953828178346157, 0.04227328393608332, -0.03704095305874944, 0.05102714849635959, 0.17986487690359354, 0.1063020289875567, 0.2747375164180994, 0.2641703262925148, -0.0945232161320746, -0.11141700623556972, -0.28596601635217667, 0.12055962020531297, 0.11000690702348948, 0.2950569409877062, -0.19455807376652956, 0.1889072423800826, 0.1221371740102768, 0.29045785777270794, 0.13123585004359484, 0.03150656365323812, -0.3083459846675396, -0.022902997210621834, 0.11740574287250638, -0.3640291392803192, 0.20618726313114166, 0.29850130155682564, 0.025398558704182506, 0.03194811556022614, -0.1517753852531314, 0.3950964715331793, 0.06190089089795947, 0.02623793960083276, 0.040454207453876734, -0.008570834412239492, 0.1655733035877347, 0.18722008541226387, 0.1820577336475253, -0.17452656105160713, -0.058633977780118585, -0.3942259903997183, -0.18043737765401602, -0.09624116728082299, -0.06003265269100666, -0.4232281092554331, 0.18017499055713415, 0.34929306246340275, -0.2141688233241439, 0.347383800894022, 0.3331604618579149]",2
408,"[-0.1062599491328001, 0.08840440176427364, 0.5448599040508271, 0.10367928463965655, 0.0005356820576707833, -0.027910526073537768, -0.014229284878820182, 0.053968817554414274, 0.050422967365011576, -0.08336363965645432, 0.04741437551565468, 0.09762558843940497, -0.017485249624587595, 0.015886572538875043, 0.09194179819896817, -0.19741167686879635, -0.16964584533125163, -0.08993852622807026, 0.07679541474208236, -0.03509263531304896, -0.3248166926205158, 0.007074023887980729, -0.07162086609750987, -0.1285211244598031, -0.10390335796400904, 0.11929129622876644, -0.08702864851802587, -0.1503553481772542, 0.20802589748054742, -0.0363561041187495, -0.1777257053181529, -0.18415743447840213, -0.010629817156586795, -0.016398290172219276, 0.11521552437916398, 0.031770658865571025, 0.0005089310532639501, -0.12099959086626769, 0.049407874466851354, 0.14652712047100067, 0.07307162676006555, -0.08697080938145518, 0.1409356076270342, 0.1592098731547594, -0.3319450106471777, -0.06238611815497279, -0.1435138512402773, 0.0619085238315165, 0.15083687976002694, 0.11945120971649885, -0.038769999193027614, -0.24101028516888617, 0.029641791782341897, -0.026537295733578502, 0.03595405812375248, 0.12946678660809993, 0.07565979938954115, 0.19465653505176306, 0.18841294068843126, -0.06816092310473323, -0.0798006703145802, -0.20374460350722073, 0.08543210467323661, 0.07731671510264278, 0.21010844632983208, -0.13832375630736352, 0.13504019416868687, 0.08588574277237057, 0.20660969875752927, 0.09341440368443728, 0.022395360027439894, -0.21904725767672062, -0.01643606150755659, 0.08296566186472773, -0.2595977675169706, 0.147181548550725, 0.21201384868472814, 0.017884862539358438, 0.022232370194979013, -0.10826425105333329, 0.27988833039999006, 0.045250854548066856, 0.019182558869943023, 0.028213668148964643, -0.005995172882103361, 0.11776718497276306, 0.13348127380013466, 0.13032295387238263, -0.12440151702612638, -0.041166235227137804, -0.2811297334730625, -0.12872071526944637, -0.06831332286819816, -0.042905747052282096, -0.30185228027403355, 0.12940125875175, 0.24785907603800297, -0.15250904560089112, 0.24624923691153527, 0.2366335703060031]",2
409,"[-0.12090305949095637, 0.10104292421601713, 0.6235842737369239, 0.11843262484762818, 0.00013812570887239417, -0.0313846911303699, -0.015534964768448845, 0.06159080285578966, 0.05805876897647977, -0.09606444661039859, 0.054238902986980975, 0.11100618110504001, -0.020600216434104368, 0.018308158547370113, 0.10437796276528388, -0.22677687020041049, -0.19405091600492597, -0.10353227611631155, 0.0871979296207428, -0.040215748944319785, -0.37144950218498707, 0.008265077374744578, -0.08178133325418457, -0.14766087452881038, -0.12025447632186115, 0.13741572585422546, -0.09850194538012147, -0.17303590709343553, 0.23717836919240654, -0.042274837323930115, -0.20474454131908715, -0.20952700939960778, -0.012489253718740656, -0.019741562340641394, 0.1317688225535676, 0.036177846835926175, 0.0002837099636963103, -0.13849166047293693, 0.05715294607216492, 0.16683563822880387, 0.0843258059467189, -0.0997460400685668, 0.160743469838053, 0.1815955521306023, -0.3788576629012823, -0.07263491721823812, -0.1632838238729164, 0.0721447502146475, 0.17253707232885063, 0.1372792897745967, -0.044295373576460406, -0.27578941569663584, 0.03331844712374732, -0.031121764390263706, 0.04133539166650735, 0.14875205676071346, 0.0879030161886476, 0.22325913095846772, 0.21663881815038621, -0.07772282895166427, -0.0909812122117728, -0.23258205596357584, 0.0978615345666185, 0.08892185724107549, 0.24030611547641456, -0.15913084463682026, 0.15495196252595633, 0.09865890501532704, 0.23607345297932625, 0.10656007926445454, 0.025819905182288494, -0.24999194545671344, -0.01863116945605725, 0.09535090648569167, -0.29697700147517025, 0.16778816631995142, 0.24272712552919984, 0.020368101497297175, 0.026552301584160887, -0.12372652208432555, 0.32085513323545456, 0.05200580070959404, 0.021547210490098223, 0.03375047356530558, -0.006897133836901048, 0.13383653666824102, 0.15180374321062118, 0.14976467320229858, -0.14153160410933197, -0.04670325538609177, -0.32241747225634754, -0.14745428005699068, -0.07824797654757276, -0.04959999560378492, -0.345475057605654, 0.14864531008061022, 0.28411263250745833, -0.1742753165308386, 0.28181172790937126, 0.26990563119761646]",2
410,"[-0.1570951949272837, 0.13000137518559182, 0.8042751678398677, 0.1546791626938752, 0.00017545112807835852, -0.039538083997155936, -0.01979878045884626, 0.08011743293276855, 0.07279974435056959, -0.12365547780479703, 0.06964115080024515, 0.14501723966428212, -0.024569908755698373, 0.02359500081677522, 0.13529399356671742, -0.29358055016824175, -0.25144427163260324, -0.13557427642600878, 0.11475915036031178, -0.05114585533738136, -0.4811586844069617, 0.009060990971712661, -0.10604116320610046, -0.1914775339620454, -0.15366777724453382, 0.17566039306776865, -0.12718731271369116, -0.22211604778255736, 0.307411616402013, -0.05356450511940888, -0.2647769142474447, -0.2728417803134237, -0.01588689036933439, -0.02255763208294021, 0.17086093447038106, 0.04829378266419683, -0.0003652470726852438, -0.1790626740881375, 0.07353881666702884, 0.21483585238456726, 0.10906395369342395, -0.1303095556795597, 0.20775013736316136, 0.23461578147751944, -0.4900834028209959, -0.09145460756761688, -0.21263097013745988, 0.09003061375447682, 0.22257388063839503, 0.17730046382972173, -0.05794258788228035, -0.35653070466859, 0.04571941202240331, -0.040108642407826016, 0.05378975399902889, 0.19127374781029566, 0.11252977539386068, 0.28801686210291727, 0.2767622694373131, -0.10098780478749957, -0.11734777156795774, -0.3011832929083279, 0.1259270033666066, 0.11387621930667333, 0.31168232858181, -0.20446704753807612, 0.20078809985092708, 0.12886854261159897, 0.3047670306903975, 0.13770784863403865, 0.03367823309132031, -0.3264411049229758, -0.022595437044011697, 0.12316579531346049, -0.38339907356670927, 0.2175987469298499, 0.31393128633499146, 0.02724531213087695, 0.033158197067677975, -0.16205843005861556, 0.4138557038136891, 0.06659232452511787, 0.028231651655265262, 0.04240573729787554, -0.008563274600809174, 0.17482933614935195, 0.19810509149517333, 0.19261070553745543, -0.18431518652609416, -0.061938398118530004, -0.4160785355738231, -0.1897248434168952, -0.10215760128838676, -0.062493525711553435, -0.44655367732048035, 0.19101853668689728, 0.36745348998478483, -0.22440362295934133, 0.3646396036658968, 0.3519282617739269]",4
411,"[-0.11977678537368774, 0.10040321573615074, 0.615584135055542, 0.11889295652508736, 0.0032217614352703094, -0.03256457857787609, -0.016425927635282278, 0.06117132306098938, 0.055076079443097115, -0.09627377614378929, 0.05372689478099346, 0.10837500542402267, -0.01893970277160406, 0.01809354266151786, 0.10339964926242828, -0.22406382858753204, -0.19123510271310806, -0.10161028802394867, 0.08543744310736656, -0.04005944635719061, -0.36791764199733734, 0.009487225208431482, -0.0806746631860733, -0.14356133341789246, -0.11777282878756523, 0.132407546043396, -0.09877623990178108, -0.1688275784254074, 0.23386026918888092, -0.04140201956033707, -0.1997261643409729, -0.205461747944355, -0.010895666666328907, -0.01633592275902629, 0.1282704584300518, 0.03663126565515995, -0.0010593041224638, -0.1381235085427761, 0.05540551617741585, 0.16475122421979904, 0.08210019767284393, -0.09798002243041992, 0.15778519958257675, 0.17776358872652054, -0.3768637776374817, -0.06978115066885948, -0.16242974996566772, 0.07188349217176437, 0.17035405337810516, 0.13576636835932732, -0.04459867253899574, -0.27222635596990585, 0.031540497206151485, -0.032564505003392696, 0.03748565074056387, 0.14544056355953217, 0.08292001113295555, 0.21889756619930267, 0.21153412014245987, -0.07704249955713749, -0.09029754623770714, -0.22893203049898148, 0.09571008384227753, 0.08680164068937302, 0.23629987984895706, -0.1566057652235031, 0.15291441977024078, 0.09784815460443497, 0.2323140725493431, 0.10451978072524071, 0.026108739897608757, -0.2471959963440895, -0.01903810165822506, 0.09307397156953812, -0.2924421727657318, 0.16541141271591187, 0.2410353645682335, 0.019202062860131264, 0.02661428041756153, -0.12236425280570984, 0.3135971277952194, 0.05243954248726368, 0.021436856593936682, 0.03199732396751642, -0.008354487596079707, 0.13457227498292923, 0.15040840581059456, 0.14657199755311012, -0.14116765186190605, -0.046194273978471756, -0.319186270236969, -0.14674481377005577, -0.07746649533510208, -0.04891156032681465, -0.33895711600780487, 0.14617441594600677, 0.27991247177124023, -0.17036403715610504, 0.277852825820446, 0.2661030441522598]",2
412,"[-0.1496872862800956, 0.12509753182530403, 0.763571472465992, 0.14495083559304475, 0.0005362685857107863, -0.039950707973912356, -0.019593013159465045, 0.0754704462364316, 0.06947891066083685, -0.11798795498907566, 0.06664037713780999, 0.13713300582021476, -0.02436480182223022, 0.01972565082833171, 0.1276723469607532, -0.27696308493614197, -0.23688164185732602, -0.1270127256400883, 0.10798883577808738, -0.04807431687950157, -0.45493478141725063, 0.010193468653596938, -0.09954470908269286, -0.18126322105526924, -0.14542636442929507, 0.1676496732980013, -0.12128551751375198, -0.2109269117936492, 0.29136155154556037, -0.05018254369497299, -0.24959303997457027, -0.25838405936956405, -0.015683432784862818, -0.023518041952047496, 0.1600602887570858, 0.043719051172956824, 0.00025992107402998953, -0.16982406917959453, 0.069176403619349, 0.20509033221751452, 0.1017555351369083, -0.12187914215028287, 0.1964715089648962, 0.22400292288511992, -0.46330017894506453, -0.08643521843478083, -0.2014662902802229, 0.08656582860276103, 0.21124523356556893, 0.16743869706988335, -0.05574113177135587, -0.3380603238940239, 0.04158059384208172, -0.03704027310013771, 0.05056056305766106, 0.18083740435540677, 0.105375285865739, 0.2734989795833826, 0.2634331163018942, -0.0951135989278555, -0.11195234432816506, -0.2859856251627207, 0.12100380659103394, 0.10853178426623344, 0.2937454771250486, -0.19292704444378614, 0.18867559339851142, 0.12088787611573934, 0.2905296251177788, 0.12934074103832244, 0.031172719737514853, -0.3075913913547993, -0.022771768923848867, 0.11681743878871202, -0.36544380336999893, 0.20601022318005563, 0.29770463332533836, 0.025806169491261244, 0.03173971551004797, -0.15262586567550898, 0.39250742383301257, 0.06335552548989654, 0.02586133135482669, 0.038646718708332625, -0.008561272802762688, 0.16446762345731258, 0.18613236527889968, 0.18099514190107585, -0.1736568732187152, -0.0580812681466341, -0.3924357458949089, -0.1803871277719736, -0.09599592229351402, -0.05954701614100486, -0.4215981673449278, 0.1804522667080164, 0.3466893322765827, -0.2127336846664548, 0.3457938201725483, 0.3328753739595413]",0
413,"[-0.120381540954113, 0.10081797502934933, 0.6204954010248184, 0.11809908844530582, 0.0004238044579687994, -0.031451628059148785, -0.015706304498016833, 0.06128650695085525, 0.057722448520362374, -0.0948269834369421, 0.053890424109995366, 0.11120034106075764, -0.019706314848735928, 0.01713457688689232, 0.10490053094923496, -0.22519074574112893, -0.19318071514368057, -0.10365652844309807, 0.08771256640553475, -0.04011603306978941, -0.3691566476225853, 0.007771907011047006, -0.08178050749003887, -0.1461620795726776, -0.11754254162311555, 0.13601700827479363, -0.09930955082178115, -0.17056308910250664, 0.23615478485822677, -0.04155807726085186, -0.203440802693367, -0.20955969601869584, -0.01244982094503939, -0.01830616094172001, 0.13062900081276893, 0.036028622277081014, 0.0009920922250603325, -0.13803008913993836, 0.05655144367367029, 0.16673887833952905, 0.08277072675526143, -0.09886050969362259, 0.16045871049165725, 0.1811638082563877, -0.37724687576293947, -0.07111715935170651, -0.16362490758299827, 0.06987621366977692, 0.17164489522576332, 0.13541099444031715, -0.043730055578053, -0.27475009590387345, 0.03362189549952745, -0.030004055984318257, 0.04056809835135937, 0.14780466869473458, 0.08582673251628875, 0.22208453312516213, 0.21356610998511313, -0.07677997075021267, -0.09114763848483562, -0.23223188549280166, 0.09750830210745334, 0.08894138678908348, 0.23923392295837403, -0.15716144904494286, 0.1539923843741417, 0.09824261285364627, 0.23552058666944503, 0.10584791466593742, 0.02553232453763485, -0.24885850206017493, -0.018629875909537078, 0.0943649598956108, -0.29584272831678393, 0.1674479576945305, 0.2413381290435791, 0.019614485669881106, 0.025193206742405893, -0.12376381680369378, 0.3188795134425163, 0.05186946727335453, 0.021357796508818864, 0.03248254556208849, -0.007425997173413634, 0.13411711975932122, 0.15248710215091704, 0.14822550788521766, -0.14144262954592704, -0.047179757580161095, -0.319719475209713, -0.1466367821395397, -0.07841752052307129, -0.049204381853342055, -0.34283591866493224, 0.14725129097700118, 0.2823550388216972, -0.17376962989568712, 0.2798712357878685, 0.2704443836212158]",0
414,"[-0.1238970890202943, 0.10334674181307063, 0.6378597222706851, 0.12187010378522031, -0.0004847716135212549, -0.03242228393826414, -0.016362535876824576, 0.06256500719224706, 0.05888413276304217, -0.09757474382572315, 0.05524122627342448, 0.11379856506691259, -0.020693110548617208, 0.017718625309712747, 0.10652013714699184, -0.23163284098400788, -0.19802150261752746, -0.10608605295419693, 0.08988238246563603, -0.0414021201979588, -0.3794463780872962, 0.007673716069856549, -0.08400043111075373, -0.15021737905986168, -0.121369249680463, 0.1393310620504267, -0.10169659029035007, -0.17592352738275246, 0.2426219253855593, -0.04237825571395019, -0.20930267410243258, -0.2153466374558561, -0.012917971060446957, -0.019715400001801112, 0.13423647183705778, 0.03665419930920882, 0.00025097746915622233, -0.14162903848816366, 0.05777910976287197, 0.1707555408425191, 0.0856583592865397, -0.10206420577185996, 0.16490152543958495, 0.1858198316219975, -0.3876815394443624, -0.07360048767398386, -0.16738933324813843, 0.0717670577852165, 0.17539725255440264, 0.13930771368391373, -0.04495924574268215, -0.28240325959289775, 0.03466161975965781, -0.03130521586931804, 0.04154577188412933, 0.1509893348111826, 0.08799453890498947, 0.22919204743469462, 0.22092560108970194, -0.07866372945992385, -0.09374857628170181, -0.23863305414424224, 0.10028834772460601, 0.09136917989920168, 0.2454611970221295, -0.1615199834546622, 0.15803183768601978, 0.10093168103519608, 0.2413327430977541, 0.10782813938225017, 0.026493319200680536, -0.25647301445989046, -0.018891211927813643, 0.09706689362578533, -0.30316265278002796, 0.1722495430970893, 0.2492489218711853, 0.019390777602572653, 0.025649888851844212, -0.12792371476397796, 0.3280177129542126, 0.05336359532221275, 0.022338589105535957, 0.03234381102682913, -0.007486738141297418, 0.13724658703979323, 0.15657656617900906, 0.15181897734017932, -0.1456977334969184, -0.04842686225824496, -0.3287154637715396, -0.15072867361938252, -0.0799992787925636, -0.05068741886712173, -0.35276155173778534, 0.15135200496982126, 0.2898576395476566, -0.17855016405091567, 0.28759253068881874, 0.2769449291860356]",4
415,"[-0.17301604648431143, 0.1422448344528675, 0.8791449666023254, 0.16891437023878098, 0.0015454547052892547, -0.04445505701005459, -0.021681505876282852, 0.08557299834986527, 0.08017459325492382, -0.13444192769626775, 0.0762053436289231, 0.15780282393097878, -0.027333743249376614, 0.025000814348459244, 0.14740783472855887, -0.3201631158590317, -0.2742290248473485, -0.14612109710772833, 0.12482305554052193, -0.057220786499480404, -0.5243619754910469, 0.012182968979080519, -0.11530671206613381, -0.20816774666309357, -0.16732477396726608, 0.19283614680171013, -0.13920879488190016, -0.24259895582993826, 0.33584725360075635, -0.05870277372499307, -0.28831059982379276, -0.2971323902408282, -0.018392827206601698, -0.026903321966528893, 0.1844745179017385, 0.051634722389280796, 0.0010730727614524465, -0.1962657036880652, 0.07960726507008076, 0.23602050418655077, 0.11857959131399791, -0.13938561702768007, 0.22805065164963403, 0.25699127713839215, -0.535447416206201, -0.09964813726643722, -0.2323125364879767, 0.10026648392279942, 0.24396015827854475, 0.19321397443612418, -0.0622333399951458, -0.3883054852485657, 0.04816701139012972, -0.04195562796667218, 0.05903821221242348, 0.20849370832244554, 0.12308821516732375, 0.31444575637578964, 0.3034489378333092, -0.10998043728371461, -0.12923238426446915, -0.3297470137476921, 0.13829800486564636, 0.12626370415091515, 0.33867247402668, -0.22326375047365823, 0.217509796222051, 0.13932147125403085, 0.3335379535953204, 0.14902511363228163, 0.03588639727483193, -0.35320134460926056, -0.027712764373670023, 0.13541499028603235, -0.42135225236415863, 0.2382469760874907, 0.34329887976249057, 0.0280214201969405, 0.035819444029281534, -0.17363551755746207, 0.452699472506841, 0.07245673735936482, 0.03026160364970565, 0.04522994657357534, -0.009600309267019233, 0.1899197573463122, 0.2163478210568428, 0.20920738826195398, -0.1995548369983832, -0.06628629689415295, -0.45379336675008136, -0.2077719991405805, -0.11216650965313117, -0.06936262423793475, -0.4865602453549703, 0.2081664875149727, 0.4003063067793846, -0.2458718717098236, 0.3983193710446358, 0.38245291262865067]",0
416,"[-0.11798593236340417, 0.0986115795870622, 0.6072889251841439, 0.11512214856015311, 0.00047966838529747393, -0.030655779358413484, -0.016142112151202228, 0.06045134220686224, 0.05554606206715107, -0.09289140782008569, 0.05374559025383658, 0.1090127161393563, -0.019114035854323044, 0.016395788264667824, 0.10193878288070361, -0.2212226332889663, -0.1884464482880301, -0.1016095702846845, 0.08548994983235995, -0.03889921892227398, -0.3625788932873143, 0.008208466409188177, -0.0798026192933321, -0.14373020020624003, -0.1154866348952055, 0.13280504507323107, -0.09628130619724591, -0.16720550776355797, 0.2318879138264391, -0.040310813993629485, -0.19938731814424196, -0.2057888660993841, -0.012226214975170378, -0.018030219284507137, 0.1281869045148293, 0.03587502893060446, 0.0013520147509148552, -0.13555890031986767, 0.05467700254586008, 0.16262508928775787, 0.08172707787404458, -0.09644066821783781, 0.15743489439288774, 0.17798004340794352, -0.36846473440527916, -0.06855972183661328, -0.15940694842073652, 0.06908481102436781, 0.1671725470158789, 0.1328014770729674, -0.042950061770776905, -0.26898497136102784, 0.03261057877292236, -0.030742187725587025, 0.0395731914581524, 0.14442223558823267, 0.08465659059584141, 0.2176927456425296, 0.21028142339653438, -0.07561133191403416, -0.08833387918356392, -0.22703983924455112, 0.09565042549123366, 0.08694740622821781, 0.23405260716875395, -0.15462502443956005, 0.15020322199496958, 0.09606430151810248, 0.2299625558985604, 0.10329135703957742, 0.024874885980453756, -0.24441669508814812, -0.018899281612700887, 0.09350770970599519, -0.29038426073061097, 0.16402707952592108, 0.23661149541536966, 0.019134591980319884, 0.02462990230156316, -0.12055229561196433, 0.31301341040266883, 0.05009830561983916, 0.021519444831129577, 0.03170259377091295, -0.006631938999311792, 0.13107386686735684, 0.14948413024346033, 0.14452983335488373, -0.13821015320718288, -0.0449570215617617, -0.3133046018580596, -0.1433115125530296, -0.07671538792136642, -0.04768397183054023, -0.33473191327518886, 0.14407659984297222, 0.2769605513248179, -0.17015963979065418, 0.27456366767485935, 0.2635829879177941]",2
417,"[-0.12874271099766096, 0.1078494851373964, 0.6660584840509627, 0.12706628876427808, 0.000183477659852037, -0.0335705006081197, -0.016725338762626052, 0.06591487675905228, 0.06138669037156635, -0.10212426467074288, 0.057963134720921516, 0.1193410274055269, -0.021355649249421224, 0.018789416023840506, 0.11205595566166772, -0.24182122697432837, -0.20717336734135947, -0.11088137473497126, 0.09354915055963728, -0.042088986167477235, -0.39724809179703396, 0.00797401614060315, -0.08668413054611948, -0.1562193441722128, -0.1259575527575281, 0.14596237159437603, -0.10618571874996026, -0.1845211105214225, 0.25442502316501403, -0.044026314901808895, -0.2183301303949621, -0.22415238536066479, -0.013251511742257409, -0.020710898615005944, 0.14077501288718647, 0.038511618971824646, 0.0010621064422164433, -0.14879618999030855, 0.06073955591354105, 0.17851088982489374, 0.08928562473091814, -0.10690736977590455, 0.1724618168340789, 0.1951786834332678, -0.4053938157028622, -0.0760316275474098, -0.1760058965947893, 0.0756100970837805, 0.1842573450671302, 0.14604298480682903, -0.04777029767218563, -0.29484034412437016, 0.035946693271398544, -0.03330752388056782, 0.04381757126086288, 0.15837087275253403, 0.09250357353852855, 0.23840990910927454, 0.23054201073116726, -0.08270004805591372, -0.09680096722311443, -0.24972530785534117, 0.1051206330044402, 0.09544189253615008, 0.25658517744806075, -0.16903810658388668, 0.16521823406219482, 0.10524774777392547, 0.25181934237480164, 0.11279389510552089, 0.027093854784551594, -0.2682300466630194, -0.019576444238838222, 0.10153907496068212, -0.31788865725199383, 0.17887716698977682, 0.2594154013527764, 0.021209355133275192, 0.026608915171689458, -0.13188757374882698, 0.3423029234011968, 0.05502250656071636, 0.023909615611450538, 0.03517545428540972, -0.006753949998205321, 0.1437857457333141, 0.16320903350909552, 0.15866334032681254, -0.15206515333718723, -0.05086383647802803, -0.3438205354743534, -0.15764273910058868, -0.08322263302074538, -0.051881870047913656, -0.3680853388375706, 0.15894403556982675, 0.30293462922175723, -0.18603569890062013, 0.3006312698125839, 0.2898996141221788]",2
418,"[-0.12331922081383792, 0.1027455348521471, 0.6336872252550992, 0.12042407759211281, 0.00014368385282895443, -0.032554965212263844, -0.016706244766034863, 0.06156399913809516, 0.05955467000603676, -0.0962785773656585, 0.055808287621899086, 0.11337236315011978, -0.02035693142732436, 0.018264290622689507, 0.10620015114545822, -0.23083648762919687, -0.19648899375037712, -0.10526171445169231, 0.08979084664447741, -0.0405255469747565, -0.37641620906916534, 0.007719682762399316, -0.08325803516940637, -0.1493691476908597, -0.12030514024875381, 0.13796480203216727, -0.10002869875593619, -0.1742107512598688, 0.2410026883537119, -0.0415398594499989, -0.20750029588287527, -0.21330187672918494, -0.013339559589935974, -0.01981771822002801, 0.1337069235742092, 0.0369423037733544, 0.0009192484986587343, -0.14084456082094798, 0.05804356644776734, 0.17014954442327673, 0.08380302109501579, -0.10110140439461578, 0.16426430134610695, 0.1849833293394609, -0.3850064460526813, -0.0717516637999903, -0.1668389713899656, 0.07200445099310442, 0.17429583282633263, 0.13837366246364333, -0.04555948010899804, -0.2802558961239728, 0.03440516340461644, -0.03144826790825887, 0.04224957855926319, 0.1503808694806966, 0.0870260630141605, 0.2269412116570906, 0.21911723640832034, -0.07894691537049683, -0.09368496913124215, -0.2368027764287862, 0.09882596744732423, 0.09074793840673837, 0.24390088360417972, -0.15988889370452275, 0.15661944110285153, 0.10069266181777824, 0.23890578746795654, 0.10794478316198695, 0.02634856380014257, -0.2536649643020196, -0.01831655991687016, 0.09741326743228869, -0.30148730833422055, 0.17100376601923595, 0.24688336591828952, 0.020984829869121313, 0.02559776972471313, -0.12617013603448868, 0.3262773684479974, 0.05217037062076005, 0.022173147648572922, 0.0333813527090983, -0.007548303988931531, 0.1369713880121708, 0.1557991121980277, 0.1511424806984988, -0.14402743598276918, -0.047528141516853466, -0.32728440246798773, -0.1494586318731308, -0.07991301403804259, -0.049931534311988136, -0.35076491060582077, 0.1511194153942845, 0.2879218648780476, -0.1772875159301541, 0.2859579704024575, 0.2760915336283771]",2
